课题名称	批准号	学科分类	项目负责人	职称	单位	金额	项目类别	研究期限	中文主题词	英文主题词	中文摘要	英文摘要	
黄河三角洲湿地生态系统中微生物驱动的碳氮元素循环过程和机制	U1906223	环境生态学 ( D070401 )	邓晔		中国科学院生态环境研究中心	246.00万元	联合基金项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
根际效应对滨海盐沼甲烷代谢微生物的影响及其地理格局研究	91951112	根际生态学 ( C031103 )	聂明		复旦大学	78.00万元	重大研究计划	2020 年 01 月 01 日 至 2022 年 12 月 01 日					
深海热液硫化物矿物热电子协同微生物驱动碳硫元素循环的机制研究	91951114	生物地质学 ( D0217 )	李艳		北京大学	84.00万元	重大研究计划	2020 年 01 月 01 日 至 2022 年 12 月 01 日					
嗜酸铁硫氧化微生物与硫化物界面相互作用力及作用机理研究	41903068	生物地球化学 ( D0312 )	李芊		广州大学	25.00万元	青年科学基金项目	2020 年 01 月 01 日 至 2022 年 12 月 01 日					
宏组学技术探究海洋环境微生物群落对典型环烷酸污染的响应机制	61902368	生物信息计算与数字健康 ( F0213 )	张焕新		中国海洋大学	28.00万元	青年科学基金项目	2020 年 01 月 01 日 至 2022 年 12 月 01 日					
湿地生态系统微生物群落对改性纳米铁－复合生物粒子的响应机制研究	41907204	环境生态学 ( D070401 )	邵媛媛		山东建筑大学	25.00万元	青年科学基金项目	2020 年 01 月 01 日 至 2022 年 12 月 01 日					
一种基于电化学分类检测平台的空气微生物快速采样与检测集成技术	61911540480	生物、医学光学与光子学 ( F0511 )	张镇西		西安交通大学	10.00万元	国际(地区)合作与交流项目	2019 年 07 月 01 日 至 2021 年 06 月 01 日					
红层软岩填筑体微生物矿化增强机制及其承载性能研究	41972276	工程地质 ( D0214 )	黄明		福州大学	60.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
潮间带底栖生物膜中真核微生物的多样性与垂直迁移研究	41976128	海洋生态学与环境科学 ( D0605 )	龚骏		中山大学	62.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
微生物对富营养化近海沉积物砷循环的调控机制解析：以长江口为例	41976037	海洋化学 ( D0602 )	段丽琴		中国科学院海洋研究所	62.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
典型岩溶湿地土壤固碳过程及有机碳转化的微生物驱动机制	41977260	环境地质学 ( D0706 )	李为		华中科技大学	61.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
黄河三角洲湿地不同类型盐生植物根际微生物异质性及其调控机制	41971119	综合自然地理学 ( D010107 )	李田		滨州学院	61.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
农用杀菌剂胁迫下根系微生物群落演替及其对植物生长免疫的调控	21976161	污染生态化学与生态风险 ( B060305 )	钱海丰		浙江工业大学	66.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
植物残体转化为土壤有机质的微生物过程及新形成有机质的稳定性	41977086	土壤肥力与土壤养分循环 ( D070106 )	汪景宽		沈阳农业大学	62.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
肺部微生物种群失衡在非小细胞肺癌发生发展中的作用机制研究	81972198	呼吸系统肿瘤 ( H1615 )	唐敬群		中南大学	55.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
外来植物二萜类代谢物调控土壤微生物驱动其成功入侵机理研究	31971427	植物种群生态学 ( C030401 )	孙见凡		江苏大学	58.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
猕猴桃果实表面微生物群落结构鉴定及其影响采后病害发生的机理	31972133	果品贮藏与保鲜 ( C200602 )	隋媛		重庆文理学院	58.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
基于寨卡病毒NS1和NS5的海洋微生物中抗病毒化合物的发现	81973204	天然药物化学 ( H3002 )	宋福行		中国科学院微生物研究所	56.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
植被-微生物协同作用下填埋场覆盖层氯代烃沿程降解机制研究	51978117	固废资源转化与安全处置 ( E1006 )	赵天涛		重庆理工大学	60.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
盐胁迫下盐生植物与根际微生物组互作模式研究	31971448	微生物群落生态学 ( C030503 )	赵帅		中国科学院新疆生态与地理研究所	58.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
L-色氨酸介导肠道微生物调控乌鳢对豆粕型饲料的耐受机制研究	31972799	水产动物营养学 ( C190401 )	苗淑彦		扬州大学	58.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
基于合成微生物生态系统进化分析的黄酒中生物胺代谢分子机制研究	31972064	食品酿造 ( C200304 )	夏小乐		江南大学	58.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
木质素促进土壤中高分子量多环芳烃转化的微生物共代谢机制研究	41977132	土壤污染与修复 ( D070107 )	吴宇澄		中国科学院南京土壤研究所	61.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
牎拔⑸�-肠-脑”轴在术后认知功能障碍中的作用及干预研究	81974160	认知功能障碍 ( H0902 )	罗爱林		华中科技大学	55.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
基于药材共存微生物与代谢组变化研究陈皮“陈久者良”科学内涵	81973436	中药鉴定 ( H2802 )	刘友平		成都中医药大学	54.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
西部煤矿区微生物复垦后枯落物分解及其有机碳累积机制	51974326	矿山修复工程 ( E0407 )	毕银丽		中国矿业大学（北京）	60.00万元	面上项目	2020 年 01 月 01 日 至 2023 年 12 月 01 日					
微生物多糖可德胶的区域选择性取代及其衍生物的功能性和流变学研究	21774075	生物质材料化学 ( B050305 )	张洪斌	研究员	上海交通大学	62.00万元	面上项目	2018 年 01 月 01 日 至 2021 年 12 月 31 日	聚多糖；可德胶；化学改性；结构与性能关系；功能性	polysaccharide;curdlan;chemical modification; Structure-property Relationshi;functionality	"多糖是一类十分重要的天然大分子，具有独特的构象结构、功能以及物化性质。对多糖进行化学改性以提高其功能性和发掘其工业应用前景一直广受关注。本项目拟采用区域选择性取代方法，发展一类有别于beta-1, 4型纤维素和alpha-1, 4型淀粉的，基于具有生物活性的beta-1, 3型葡聚糖可德胶的典型功能性酯类和醚类新产物，并研究其分子构象、流变学性质及构效关系。通过揭示不同位点取代对螺旋结构解离和自组装的影响，阐明分子构象变化的机理；通过精确调控取代分布和取代度揭示不同取代方式对分子构象和性能的影响，阐明凝胶机理和溶液行为。服务于国民经济发展和相关工业化应用的需求，发掘可量大面广应用的可德胶衍生物的新功能，特别是从流变学角度发掘原可德胶不具有的、有重大应用价值的增稠性、乳化性、界面活性和粘弹性，建立可德胶衍生物结构与性能之间的关系，为新型微生物葡聚糖衍生物的开发和应用提供理论依据和技术支持。"	"Polysaccharides are important natural biopolymers with special conformation and structures, functions and physicochemical properties. Chemical modification of polysaccharides to improve their functionality and find their industrial applied prospect have attracted great interests in scientific and industrial fields. The aim of the project is to develop a series of novel and functional ester and ether derivatives from the microbial polysaccharide of bioactive curdlan, a beta-1, 3-glucan, different from beta-1, 4-glucan of cellulose and alpha-1, 4-glucan of starch, by using regioselective substitution, and thereby study their molecular conformation, rheological properties and structure-property relationship. The driving force and mechanism of conformation change will be clarified by investigating the influence of regioselective substitution at different positions in anhydroglucose unit on the triple-helix dissociation and single-helix self-assembly behaviour of curdlan. We will also investigate the effect of degree of substitution and distribution of substitution on the molecular conformation and properties, and further elaborate the gelation mechanism and solution behaviour of curdlan. To meet the needs of the national economic development and the requirements of industrial applications, new functionalities of the regioselectively substituted curdlan derivatives, especially rheological properties such as thickening, emulsification, and interfacial activity/viscoelasticity that native curdlan does not possess and have tremendous practical values largely and widely in many industrial fields will be explored. The structure-property relationship of regioselectively substituted curdlan derivatives will provide theoretical basis and technical support for the development and new applications of microbial polysaccharide derivatives."	
微生物细胞催化矢车菊素-3-葡萄糖苷酰化反应的关键酶及其催化机制	21706088	工业生物催化 ( B080703 )	杨荣玲	讲师	淮阴工学院	25.00万元	青年科学基金项目	2018 年 01 月 01 日 至 2020 年 12 月 31 日	生物转化；微生物发酵；全细胞催化剂；关键酶；酶催化	Biotransformation;Microbial fermentation;Whole-cell catalyst;Key enzyme;Enzymatic catalysis	矢车菊素-3-葡萄糖苷（C3G）是一类广泛存在于植物中且具有显著生物活性的水溶性多羟基化合物，但其存在稳定性差和生物利用度低的缺陷，而对其结构的酰基化修饰可以克服上述缺点。针对目前国内外在化学法和生物法酰基化修饰C3G研究中的不足，本项目拟采用微生物细胞为催化剂，研究深度共熔溶剂（DES）体系中全细胞催化C3G酰基化反应性能，结合DES介质对底物及产物在体系中的分配和对细胞生理生化特性的影响，阐明DES对全细胞催化C3G酰化反应的影响规律；进而通过转录组学及基因敲除与回补实验确证细胞中催化C3G酰化反应的关键酶；综合运用同源模建、分子对接和定点突变等技术，解析酶活性位点及其与底物结合过程中柔性结构、关键氨基酸残基和结构功能域等情况，揭示微生物细胞催化C3G酰化修饰的分子机制。该研究为后续酶分子理性设计和改造提供理论依据，并为其他天然产物的结构修饰提供新思路。	"Cyanidin-3-glucoside(C3G) is a kind of polyhydroxyl compounds widely existed in plants and have significant biological activities. However, they show poor stability and low bioavailability in the application. Acylation modification can overcome the above disadvantages. Aiming at the shortcomings of chemical and biological methods in the acylation modification of C3G, the performances of regioselective acylation of C3G catalyzed by whole-cell in deep eutectic solvents(DES) will be explored. The disciplines of whole-cell catalysis will be clarified by combining with the influence of DES medias on the distribution of substrates and products as well as physiological and biochemical characteristics of cells. And then key enzymes in reactions will be confirmed through the transcriptome study and gene knockout and covering tests. The enzyme active sites, key amino acid residues and structural function domains will be analyzed by homologous model building, molecular docking and fixed point mutation, so as to reveal the molecular mechanisms of C3G acylation modification by microbial cells. This study will provide the theoretical guidances for the rational design of the new enzymes and new strategies for other natural product structure modification."	
